證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"0050","元大台灣50","16739748","2995817069","178.90","180.50","177.80","178.95","2.5500","17606"
"0051","元大中型100","96907","7964092","81.70","82.35","81.70","82.25","0.8500","262"
"0052","富邦科技","1139106","201231481","176.00","178.25","175.25","176.60","3.2000","1287"
"0053","元大電子","32939","3195251","96.00","97.90","96.00","97.45","1.6000","144"
"0055","元大MSCI金融","152283","4102095","26.88","26.99","26.88","26.91","0.0600","243"
"0056","元大高股息","23039780","929796081","40.20","40.45","40.19","40.42","0.4500","14105"
"0057","富邦摩台","16462","2168992","132.65","132.65","131.45","131.65","2.1500","21"
"0061","元大寶滬深","117372","2016145","17.15","17.28","17.13","17.21","0.0700","137"
"006203","元大MSCI台灣","16416","1393783","84.65","85.35","84.45","84.65","1.2500","129"
"006204","永豐臺灣加權","6582","729015","110.60","111.20","110.55","110.90","1.4500","132"
"006205","富邦上証","206190","6081039","29.60","29.60","29.45","29.48","-0.0300","188"
"006206","元大上證50","282111","7923279","28.54","28.54","27.96","28.05","0.0000","127"
"006207","復華滬深","18513","413810","22.36","22.39","22.30","22.30","0.0000","74"
"006208","富邦台50","8280410","867403039","104.75","105.65","103.90","104.55","1.4000","10212"
"00625K","富邦上証+R","","","","","","","0.0000",""
"00631L","元大台灣50正2","3314688","776286479","234.00","236.90","231.25","234.20","6.1000","4601"
"00632R","元大台灣50反1","244151698","862199464","3.55","3.56","3.51","3.52","-0.0600","10760"
"00633L","富邦上証正2","4304320","144622295","33.63","33.91","33.45","33.45","-0.1500","949"
"00634R","富邦上証反1","706000","3262340","4.62","4.66","4.62","4.66","0.0000","13"
"00635U","期元大S&P黃金","324168","8854297","27.38","27.41","27.26","27.28","-0.0600","223"
"00636","國泰中國A50","1214182","24870741","20.49","20.55","20.42","20.44","0.0000","276"
"00636K","國泰中國A50+U","200","1266","6.33","6.33","6.33","6.33","0.0000","2"
"00637L","元大滬深300正2","34271683","462557850","13.52","13.60","13.42","13.43","-0.0600","3678"
"00638R","元大滬深300反1","311000","3020190","9.75","9.75","9.69","9.74","-0.0100","32"
"00639","富邦深100","445466","4666356","10.52","10.53","10.43","10.45","-0.0200","137"
"00640L","富邦日本正2","967273","55350910","57.55","57.60","56.90","57.15","-0.7500","481"
"00641R","富邦日本反1","641565","4132609","6.42","6.46","6.41","6.44","0.0400","86"
"00642U","期元大S&P石油","1875970","32922624","17.57","17.58","17.52","17.57","-0.0300","486"
"00643","群益深証中小","509836","5900196","11.60","11.63","11.55","11.57","0.0200","122"
"00643K","群益深証中小+R","","","","","","","0.0000",""
"00645","富邦日本","1437878","54622401","38.08","38.10","37.84","37.96","-0.2000","570"
"00646","元大S&P500","5968553","327063104","54.65","54.95","54.55","54.75","0.4500","1918"
"00647L","元大S&P500正2","124461","10994345","88.25","88.50","88.25","88.30","1.4500","114"
"00648R","元大S&P500反1","1209237","6720414","5.57","5.57","5.55","5.56","-0.0500","116"
"00650L","復華香港正2","27033619","277676210","10.28","10.41","10.18","10.21","0.0700","1764"
"00651R","復華香港反1","658000","5741860","8.73","8.78","8.69","8.77","-0.0400","42"
"00652","富邦印度","426039","16233719","38.15","38.15","38.05","38.12","-0.0300","348"
"00653L","富邦印度正2","827562","50065023","60.50","60.60","60.20","60.45","-0.1500","221"
"00654R","富邦印度反1","117100","773079","6.59","6.61","6.59","6.61","0.0200","18"
"00655L","國泰中國A50正2","3456450","79414298","23.00","23.16","22.83","22.83","-0.1200","406"
"00656R","國泰中國A50反1","332000","2899050","8.72","8.76","8.72","8.76","0.0100","14"
"00657","國泰日經225","463244","21134938","45.67","45.67","45.43","45.53","-0.1400","117"
"00657K","國泰日經225+U","200","2814","14.07","14.07","14.07","14.07","0.0000","2"
"00660","元大歐洲50","5312","192881","36.43","36.43","36.25","36.30","0.2200","60"
"00661","元大日經225","912066","45423041","49.95","49.96","49.66","49.82","-0.1300","418"
"00662","富邦NASDAQ","10088580","821557513","81.45","81.55","81.20","81.40","1.2000","1822"
"00663L","國泰臺灣加權正2","27238","5828844","215.00","215.80","213.00","213.90","4.7000","29"
"00664R","國泰臺灣加權反1","17215117","69042226","4.02","4.04","3.98","4.01","-0.0500","963"
"00665L","富邦恒生國企正2","41818175","283896688","6.77","6.87","6.73","6.76","0.0400","3055"
"00666R","富邦恒生國企反1","25000","366700","14.62","14.75","14.60","14.73","-0.0800","10"
"00668","國泰美國道瓊","333817","15185053","45.49","45.52","45.45","45.48","-0.1900","129"
"00668K","國泰美國道瓊+U","200","2812","14.06","14.06","14.06","14.06","-0.0100","2"
"00669R","國泰美國道瓊反1","1773950","12799088","7.21","7.23","7.21","7.22","0.0100","124"
"00670L","富邦NASDAQ正2","2309737","291454118","126.05","126.40","126.00","126.10","4.5500","928"
"00671R","富邦NASDAQ反1","15770764","59751372","3.79","3.80","3.78","3.78","-0.0800","614"
"00673R","期元大S&P原油反1","20584380","153224739","7.43","7.46","7.43","7.44","0.0200","706"
"00674R","期元大S&P黃金反1","1688297","18166624","10.72","10.78","10.71","10.78","0.0300","138"
"00675L","富邦臺灣加權正2","2305758","216332026","93.60","95.00","92.80","93.70","2.2500","1939"
"00676R","富邦臺灣加權反1","15165590","33655357","2.23","2.24","2.21","2.22","-0.0300","598"
"00678","群益那斯達克生技","601092","17520758","29.19","29.19","29.10","29.10","0.0200","103"
"00680L","元大美債20正2","65718548","566777290","8.65","8.66","8.59","8.59","0.0700","3886"
"00681R","元大美債20反1","859000","17466160","20.27","20.39","20.27","20.39","-0.1400","68"
"00682U","期元大美元指數","48000","1017020","21.19","21.19","21.18","21.19","-0.0900","9"
"00683L","期元大美元指正2","202001","4624073","22.86","22.91","22.84","22.91","-0.1800","39"
"00684R","期元大美元指反1","38000","583640","15.36","15.39","15.35","15.35","0.0400","5"
"00685L","群益臺灣加權正2","494572","41365725","83.40","84.50","82.70","83.60","2.2000","263"
"00686R","群益臺灣加權反1","1898450","4541789","2.40","2.40","2.38","2.40","-0.0300","88"
"00688L","國泰20年美債正2","43152448","370207860","8.61","8.62","8.55","8.55","0.0700","1972"
"00689R","國泰20年美債反1","121000","2549620","21.00","21.11","21.00","21.10","-0.1700","9"
"00690","兆豐藍籌30","1708278","58477452","34.04","34.37","34.04","34.28","0.6700","599"
"00692","富邦公司治理","3541121","150414069","42.99","42.99","42.20","42.41","0.5900","2203"
"00693U","期街口S&P黃豆","200563","4713458","23.55","23.55","23.48","23.48","-0.1300","127"
"00700","富邦恒生國企","478099","6091768","12.70","12.80","12.70","12.72","0.0300","114"
"00701","國泰股利精選30","887626","24735187","27.88","27.92","27.81","27.85","0.1100","420"
"00702","國泰標普低波高息","114606","2667573","23.25","23.28","23.25","23.28","-0.0800","96"
"00703","台新MSCI中國","64361","998487","15.51","15.54","15.47","15.47","-0.0400","20"
"00706L","期元大S&P日圓正2","5203488","31682223","6.10","6.11","6.07","6.08","0.0000","628"
"00707R","期元大S&P日圓反1","","","","","","","0.0000",""
"00708L","期元大S&P黃金正2","544528","17926684","33.10","33.11","32.78","32.83","-0.1500","221"
"00709","富邦歐洲","58809","1766152","30.06","30.06","30.00","30.02","0.3100","112"
"00710B","復華彭博非投等債","319196","6251162","19.57","19.60","19.56","19.59","0.0600","91"
"00711B","復華彭博新興債","113146","1874839","16.58","16.58","16.55","16.57","0.1100","76"
"00712","復華富時不動產","21018880","202639396","9.65","9.66","9.63","9.66","0.1100","4586"
"00713","元大台灣高息低波","18121218","1067081992","59.10","59.10","58.75","58.85","0.3500","10842"
"00714","群益道瓊美國地產","443089","8595429","19.40","19.42","19.38","19.41","0.1000","126"
"00715L","期街口布蘭特正2","16354905","259356122","15.89","15.91","15.79","15.87","-0.0500","1881"
"00717","富邦美國特別股","226257","3589232","15.83","15.89","15.83","15.87","0.0400","130"
"00728","第一金工業30","451605","14324665","31.60","31.92","31.58","31.68","0.3700","321"
"00730","富邦臺灣優質高息","241959","5513978","22.70","22.89","22.70","22.76","0.2900","256"
"00731","復華富時高息低波","1407425","106846586","75.65","76.15","75.60","75.90","0.7500","1460"
"00733","富邦臺灣中小","2138248","126537401","59.05","59.35","59.00","59.10","0.2000","1845"
"00735","國泰臺韓科技","128580","4775093","37.00","37.24","37.00","37.24","0.8600","133"
"00736","國泰新興市場","101010","2261623","22.39","22.40","22.39","22.40","0.1600","4"
"00737","國泰AI+Robo","75655","2322167","30.60","30.71","30.60","30.70","0.1700","115"
"00738U","期元大道瓊白銀","1527619","40899166","27.15","27.15","26.55","26.78","-0.2500","422"
"00739","元大MSCI A股","35599","743367","20.83","20.92","20.83","20.84","0.0100","76"
"00752","中信中國50","4387457","81431968","18.47","18.67","18.47","18.56","0.0900","939"
"00753L","中信中國50正2","12766623","102320560","8.06","8.10","7.96","7.97","0.0400","1562"
"00757","統一FANG+","5353294","463644391","86.20","86.90","86.20","86.80","2.6000","2448"
"00762","元大全球AI","553693","35213250","63.40","63.70","63.20","63.60","0.9500","568"
"00763U","期街口道瓊銅","362677","10023548","27.72","27.72","27.52","27.67","-0.0800","181"
"00770","國泰北美科技","1301541","60867716","46.60","46.82","46.60","46.76","1.1000","641"
"00771","元大US高息特別股","43194","751430","17.40","17.43","17.39","17.43","0.0200","76"
"00775B","新光投等債15+","866000","29901430","34.45","34.58","34.45","34.55","0.2300","29"
"00783","富邦中証500","76000","1362720","17.94","17.94","17.88","17.88","-0.0600","6"
"00830","國泰費城半導體","16942453","864393722","50.90","51.25","50.85","51.15","2.0300","4086"
"00850","元大臺灣ESG永續","1392429","61482215","44.04","44.50","43.90","44.14","0.6300","1494"
"00851","台新全球AI","117512","5369519","45.87","45.87","45.31","45.80","0.7800","173"
"00852L","國泰美國道瓊正2","801361","18795767","23.48","23.48","23.42","23.44","-0.1600","184"
"00861","元大全球未來通訊","1180752","50380083","42.25","42.77","42.25","42.71","1.4100","623"
"00865B","國泰US短期公債","218844","9914227","45.31","45.31","45.28","45.31","-0.1000","120"
"00875","國泰網路資安","114375","3669231","31.89","32.18","31.89","32.16","0.4000","126"
"00876","元大全球5G","1693787","70103579","41.02","41.47","41.02","41.36","0.9000","682"
"00878","國泰永續高股息","67386381","1570292158","23.15","23.39","23.14","23.31","0.2800","23752"
"00881","國泰台灣5G+","19085148","461102621","24.00","24.35","23.98","24.20","0.5000","6098"
"00882","中信中國高股息","12102850","141642194","11.65","11.75","11.65","11.69","0.0500","3148"
"00885","富邦越南","8443153","103791938","12.28","12.32","12.27","12.28","0.1500","1851"
"00891","中信關鍵半導體","19397948","373420607","19.02","19.39","18.96","19.30","0.5300","5790"
"00892","富邦台灣半導體","6858294","117110086","16.90","17.16","16.90","17.14","0.4400","2344"
"00893","國泰智能電動車","19513773","431997430","21.90","22.30","21.87","22.20","0.6600","2391"
"00894","中信小資高價30","2614893","54121969","20.57","20.79","20.54","20.76","0.5300","473"
"00895","富邦未來車","7112478","198318325","27.62","28.01","27.62","27.90","0.6000","1486"
"00896","中信綠能及電動車","2121705","38759044","18.18","18.33","18.18","18.31","0.3000","763"
"00897","富邦基因免疫生技","599903","4929249","8.24","8.24","8.20","8.22","-0.0200","206"
"00898","國泰基因免疫革命","628798","4547036","7.24","7.24","7.22","7.23","0.0200","186"
"00899","FT潔淨能源","562056","10231560","18.20","18.23","18.17","18.18","0.1100","439"
"00900","富邦特選高股息30","13729406","229451157","16.60","16.81","16.55","16.66","0.1500","3138"
"00901","永豐智能車供應鏈","1708855","34668156","20.20","20.44","20.19","20.30","0.3900","304"
"00902","中信電池及儲能","1765752","17109820","9.67","9.71","9.66","9.68","0.0300","545"
"00903","富邦元宇宙","2294339","32790879","14.28","14.33","14.20","14.31","0.1700","591"
"00904","新光臺灣半導體30","3054933","57212055","18.57","18.89","18.57","18.76","0.4900","690"
"00905","FT臺灣Smart","3143561","42501487","13.42","13.60","13.42","13.53","0.2000","920"
"00907","永豐優息存股","4207540","69369214","16.53","16.58","16.41","16.44","0.1000","971"
"00908","富邦入息REITs+","175474","2153299","12.29","12.29","12.24","12.28","0.1100","60"
"00909","國泰數位支付服務","2475867","68678741","27.80","27.84","27.69","27.74","0.6100","1127"
"00910","第一金太空衛星","126392","2287423","18.28","18.28","17.98","18.08","0.1400","25"
"00911","兆豐洲際半導體","615175","19071005","30.72","31.27","30.72","31.02","1.3200","297"
"00912","中信臺灣智慧50","1584154","29804745","18.58","18.93","18.58","18.80","0.3000","257"
"00913","兆豐台灣晶圓製造","814653","17906954","21.88","22.25","21.87","22.03","0.4700","134"
"00915","凱基優選高股息30","16470998","459179643","27.85","28.04","27.76","27.88","0.2300","4362"
"00916","國泰全球品牌50","230884","5151410","22.25","22.34","22.25","22.34","0.1700","566"
"00917","中信特選金融","629484","12114433","19.17","19.26","19.17","19.25","0.1500","1728"
"00918","大華優利高填息30","44176878","1123108764","25.36","25.52","25.35","25.45","0.2600","9969"
"00919","群益台灣精選高息","98494458","2589126767","26.19","26.44","26.17","26.23","0.2200","29196"
"00920","富邦ESG綠色電力","269479","4183566","15.50","15.55","15.50","15.54","0.1800","106"
"00921","兆豐龍頭等權重","4742691","92425301","19.49","19.51","19.45","19.48","0.0800","1362"
"00922","國泰台灣領袖50","5861378","123683182","20.95","21.22","20.95","21.10","0.3600","1846"
"00923","群益台ESG低碳50","8050957","177926137","21.96","22.27","21.96","22.14","0.3800","2762"
"00924","復華S&P500成長","1357896","30367777","22.30","22.39","22.30","22.37","0.3400","591"
"00925","新光標普電動車","254248","4063114","16.02","16.02","15.97","15.97","0.1300","17"
"00926","凱基全球菁英55","2505399","56652364","22.62","22.64","22.58","22.58","0.2100","436"
"00927","群益半導體收益","8213301","168816762","20.42","20.74","20.40","20.56","0.4200","2801"
"00929","復華台灣科技優息","164763808","3443193587","20.80","20.96","20.80","20.94","0.2800","29661"
"00930","永豐ESG低碳高息","3587670","75642366","20.93","21.18","20.93","21.11","0.3100","954"
"00932","兆豐永續高息等權","6469485","115969058","17.80","18.00","17.80","17.91","0.1700","1244"
"00934","中信成長高股息","7839455","156937002","19.95","20.14","19.93","19.96","0.1700","1337"
"00935","野村臺灣新科技50","7015774","153567554","21.70","22.05","21.70","21.92","0.4700","2066"
"00936","台新永續高息中小","43175101","832883454","19.29","19.34","19.19","19.34","0.2300","8965"
"00939","統一台灣高息動能","34098119","501790675","14.69","14.77","14.67","14.68","0.1000","9586"
"00940","元大台灣價值高息","334591033","3353605335","9.98","10.06","9.98","10.00","0.0700","37526"
"00941","中信上游半導體","23890713","378042750","15.79","15.85","15.79","15.82","0.2300","5090"
"00943","兆豐電子高息等權","3864167","59689606","15.34","15.51","15.33","15.46","0.1700","456"
"00944","野村趨勢動能高息","11851538","178375737","15.02","15.10","15.01","15.01","0.0500","1779"
"00945B","凱基美國非投等債","5816857","87648592","15.05","15.09","15.05","15.08","0.0400","398"
"00946","群益科技高息成長","56493941","604652027","10.63","10.79","10.63","10.67","0.1300","6531"
"00947","台新臺灣IC設計","35232471","548422843","15.30","15.68","15.30","15.62","0.4500","6038"
"01001T","土銀富邦R1","64000","928000","14.50","14.50","14.50","14.50","0.0000","3"
"01002T","土銀國泰R1","189185","3191932","16.85","16.88","16.85","16.85","-0.0200","16"
"01004T","土銀富邦R2","816000","10280510","12.60","12.60","12.58","12.59","-0.0100","15"
"01007T","兆豐國泰R2","100008","1665144","16.65","16.65","16.65","16.65","0.0000","3"
"01009T","王道圓滿R1","161000","1272040","7.90","7.92","7.90","7.90","-0.0500","19"
"01010T","京城樂富R1","113000","1130920","10.02","10.02","10.00","10.02","0.0000","27"
"020000","富邦特選蘋果N","11000","130370","11.87","11.87","11.85","11.85","0.1700","2"
"020011","統一微波高息20N","4000","42050","10.52","10.52","10.51","10.51","0.0600","2"
"020012","富邦行動通訊N","","","","","","","0.0000",""
"020015","統一MSCI美低波N","","","","","","","0.0000",""
"020016","統一MSCI美科技N","","","","","","","0.0000",""
"020018","統一價值成長30N","8000","197260","24.70","24.70","24.62","24.66","0.2800","6"
"020019","統一特選台灣5GN","9000","173700","19.30","19.30","19.30","19.30","0.0000","3"
"02001L","富邦蘋果正二N","82000","2201310","26.74","27.00","26.71","26.96","0.8500","19"
"02001R","富邦蘋果反一N","303000","460560","1.52","1.52","1.52","1.52","-0.0300","4"
"02001S","策元大加權策略N","138000","1011850","7.34","7.34","7.31","7.33","0.0000","11"
"020020","元大台股領航N","70000","791920","11.30","11.35","11.27","11.33","0.2500","23"
"020028","元大特選電動車N","133000","1214170","9.10","9.19","9.10","9.19","0.2400","32"
"020029","元大ESG高股息N","80000","731220","9.13","9.16","9.10","9.16","0.2200","17"
"020030","統一智慧電動車N","74000","465160","6.22","6.31","6.22","6.30","0.1300","16"
"020031","統一IC設計臺灣N","130000","832660","6.38","6.45","6.38","6.43","0.1400","23"
"020032","元大綠能N","15000","93850","6.15","6.28","6.15","6.28","0.1400","4"
"020034","元大IC設計N","146000","1240650","8.30","8.55","8.30","8.51","0.2500","31"
"020036","元大金融配息N","3000","18780","6.26","6.26","6.26","6.26","-0.0100","1"
"020037","元大金融高股息N","164000","1055980","6.44","6.45","6.42","6.43","0.0300","13"
"020038","元大ESG配息N","42000","331670","7.89","7.91","7.86","7.91","0.2000","14"
"020039","元大加權N","47000","315250","6.70","6.73","6.68","6.70","0.0800","14"
"1101","台泥","23649225","793055918","33.55","33.80","33.30","33.45","0.4500","8504"
"1101B","台泥乙特","1","48","","","","","0.0000","1"
"1102","亞泥","4121661","172342410","41.80","42.15","41.65","41.65","0.2000","2326"
"1103","嘉泥","313813","5712173","18.25","18.25","18.15","18.20","0.0000","543"
"1104","環泥","695277","23363043","33.70","33.75","33.50","33.60","-0.0500","394"
"1108","幸福","279299","4714431","17.00","17.00","16.80","16.80","-0.0500","168"
"1109","信大","117377","2268917","19.30","19.40","19.30","19.35","0.0500","98"
"1110","東泥","506585","11121976","22.40","22.40","21.60","21.90","-0.3500","334"
"1201","味全","514334","9688673","18.90","18.90","18.80","18.80","-0.0500","435"
"1203","味王","14002","683816","48.70","49.15","48.70","49.05","0.6000","60"
"1210","大成","1118498","63582654","56.90","56.90","56.70","56.90","0.0000","1049"
"1213","大飲","34022","244928","7.22","7.40","7.11","7.20","0.0000","19"
"1215","卜蜂","535191","57738860","108.00","108.50","107.00","108.50","0.5000","682"
"1216","統一","7787688","628526927","80.50","81.00","80.00","80.90","0.6000","4537"
"1217","愛之味","728409","8814189","12.10","12.15","12.05","12.10","0.0000","422"
"1218","泰山","624391","13937899","22.35","22.50","22.25","22.25","-0.1000","462"
"1219","福壽","204247","3848719","18.85","18.90","18.80","18.80","-0.0500","196"
"1220","台榮","166704","2548604","15.45","15.45","15.20","15.25","-0.0500","92"
"1225","福懋油","27003","2491232","92.80","93.00","92.00","92.20","0.0000","49"
"1227","佳格","819752","34020518","41.70","41.75","41.35","41.50","0.0000","555"
"1229","聯華","642154","42851234","66.80","66.90","66.60","66.90","0.1000","1008"
"1231","聯華食","158653","16284058","102.00","104.50","101.50","103.50","1.0000","327"
"1232","大統益","100761","14538461","144.50","144.50","144.00","144.50","0.0000","149"
"1233","天仁","9015","307260","34.10","34.15","34.00","34.05","-0.0500","11"
"1234","黑松","115660","5003110","43.40","43.50","43.10","43.30","0.0000","142"
"1235","興泰","2843","257993","91.00","91.00","91.00","91.00","0.0000","10"
"1236","宏亞","30892","742484","24.00","24.10","24.00","24.10","0.0500","212"
"1256","鮮活果汁-KY","18000","3624668","200.50","204.00","200.00","200.00","-2.0000","1186"
"1301","台塑","13455859","818635892","60.90","61.40","60.60","60.60","-0.3000","8158"
"1303","南亞","10055727","505852755","50.70","50.90","50.10","50.10","0.0000","5599"
"1304","台聚","1152565","17411035","15.15","15.20","15.05","15.05","-0.0500","1048"
"1305","華夏","1467568","24681927","16.90","16.90","16.75","16.80","-0.1500","930"
"1307","三芳","890467","27648929","31.20","31.35","30.85","31.15","-0.2000","672"
"1308","亞聚","1234484","21209903","17.25","17.30","17.10","17.15","-0.1000","1341"
"1309","台達化","549851","8371921","15.15","15.30","15.15","15.25","0.0500","360"
"1310","台苯","466056","6140124","13.20","13.30","13.10","13.15","-0.0500","391"
"1312","國喬","1468766","20505528","13.95","14.05","13.90","13.95","0.0000","725"
"1312A","國喬特","5000","118500","23.70","23.70","23.70","23.70","0.0000","2"
"1313","聯成","1541647","18959051","12.40","12.40","12.25","12.25","-0.1000","1404"
"1314","中石化","13759149","138502528","10.10","10.15","10.00","10.05","0.0000","3007"
"1315","達新","20719","1489360","71.90","72.00","71.80","71.90","0.0000","32"
"1316","上曜","6087371","119704758","19.85","20.00","19.45","19.55","-0.3000","2847"
"1319","東陽","4191139","502147621","122.50","122.50","119.00","119.00","-1.0000","3232"
"1321","大洋","345212","13177112","38.30","38.65","38.00","38.05","-0.2500","174"
"1323","永裕","17134","523994","30.50","30.70","30.50","30.55","0.0000","30"
"1324","地球","88785","1163000","13.20","13.20","13.05","13.05","-0.1500","182"
"1325","恆大","2841185","87677362","30.75","31.55","30.20","31.55","1.0000","1661"
"1326","台化","5513152","285503830","52.00","52.40","51.40","51.70","-0.1000","3310"
"1337","再生-KY","930468","6945504","7.53","7.57","7.40","7.43","-0.1000","547"
"1338","廣華-KY","102044","3374717","33.25","33.25","33.00","33.10","-0.0500","95"
"1339","昭輝","280526","18727008","68.20","68.20","65.70","66.30","-0.4000","271"
"1340","勝悅-KY","97866","977260","9.99","10.00","9.96","9.97","-0.0100","171"
"1341","富林-KY","33030","2348328","71.10","71.30","70.60","71.20","0.1000","36"
"1342","八貫","96802","10948041","114.00","114.00","112.50","113.00","0.0000","162"
"1402","遠東新","4517500","157805641","34.90","35.10","34.75","34.75","-0.1000","2515"
"1409","新纖","1523460","25041227","16.45","16.50","16.40","16.40","-0.1000","786"
"1410","南染","51086","1918574","37.50","37.95","37.35","37.80","0.1500","37"
"1413","宏洲","222169","2445448","10.60","11.20","10.60","11.00","0.0500","97"
"1414","東和","449929","9664741","21.80","21.95","21.30","21.55","-0.2000","338"
"1416","廣豐","426864","5440766","12.65","12.90","12.65","12.75","0.0500","231"
"1417","嘉裕","112026","1261041","11.30","11.35","11.20","11.25","-0.0500","250"
"1418","東華","85268","2553440","30.30","30.30","29.20","29.95","-0.8000","115"
"1419","新紡","84032","4069139","48.25","48.85","48.25","48.30","0.2500","72"
"1423","利華","129861","5172926","40.00","40.10","39.45","40.00","-0.4000","105"
"1432","大魯閣","130776","2297940","17.55","17.85","17.50","17.85","0.3000","391"
"1434","福懋","718998","16126136","22.40","22.50","22.35","22.45","0.0500","652"
"1435","中福","14343","663933","47.00","47.25","45.50","45.50","-1.7500","24"
"1436","華友聯","170686","24997328","146.00","148.00","144.50","146.50","1.0000","203"
"1437","勤益控","426548","16085237","37.50","37.85","37.45","37.75","0.3000","227"
"1438","三地開發","152163","9410430","62.10","62.50","61.10","62.30","-0.5000","129"
"1439","雋揚","51040","1413003","28.35","28.35","27.50","27.75","0.0500","47"
"1440","南紡","2050297","36105439","17.60","17.75","17.50","17.60","-0.0500","798"
"1441","大東","38285","507527","13.50","13.50","13.10","13.30","0.0000","135"
"1442","名軒","1126455","70362042","63.70","63.70","62.00","62.20","-0.3000","1074"
"1443","立益物流","53236","1677499","31.45","31.85","31.40","31.85","0.0500","58"
"1444","力麗","839783","8181004","9.76","9.80","9.71","9.73","-0.0200","531"
"1445","大宇","1425121","32983699","23.35","23.35","23.05","23.10","-0.1500","720"
"1446","宏和","1674972","92897037","56.80","56.80","54.90","55.20","-1.4000","1156"
"1447","力鵬","5477901","56964829","10.75","10.75","10.25","10.25","-0.3500","1882"
"1449","佳和","411216","7432508","18.25","18.30","17.95","18.00","-0.1500","252"
"1451","年興","191857","3967803","20.80","20.80","20.50","20.55","0.0500","204"
"1452","宏益","135280","2327542","17.00","17.30","17.00","17.10","0.0000","63"
"1453","大將","1329814","36541006","27.10","27.95","26.90","27.60","0.6000","894"
"1454","台富","49923","826726","16.65","16.75","16.50","16.75","0.1500","45"
"1455","集盛","2743547","38798368","14.10","14.45","13.90","14.30","0.1500","1231"
"1456","怡華","159612","3243819","20.20","20.55","19.95","20.30","-0.1000","102"
"1457","宜進","717996","16039621","22.35","22.60","22.10","22.10","0.1500","398"
"1459","聯發","75742","823212","10.90","11.00","10.80","10.80","-0.1000","89"
"1460","宏遠","844223","6825208","8.11","8.17","8.04","8.06","-0.0400","338"
"1463","強盛","90307","1808839","20.05","20.10","19.95","20.05","0.0000","81"
"1464","得力","581678","8553285","14.85","14.85","14.65","14.65","-0.2000","388"
"1465","偉全","95788","1429641","15.00","15.00","14.85","14.95","0.0500","64"
"1466","聚隆","26426","334946","12.70","12.70","12.65","12.65","-0.0500","31"
"1467","南緯","372721","4194245","11.20","11.35","11.20","11.25","0.0500","253"
"1468","昶和","42117","612693","14.60","14.65","14.45","14.55","0.0000","39"
"1470","大統新創","5000","100400","20.20","20.20","20.00","20.00","0.0000","4"
"1471","首利","794684","12705134","15.90","16.35","15.80","15.95","0.0500","400"
"1472","三洋實業","26989","1917937","71.40","71.40","70.70","71.10","0.0000","46"
"1473","台南","8195516","406085382","48.30","51.70","47.65","49.75","0.9500","5732"
"1474","弘裕","321880","4477821","13.75","14.05","13.75","14.05","0.2000","177"
"1475","業旺","930120","60704449","64.40","68.00","64.10","64.70","0.1000","846"
"1476","儒鴻","930900","497360917","536.00","542.00","529.00","538.00","3.0000","1356"
"1477","聚陽","1656499","642501802","392.00","396.50","384.00","387.50","-7.5000","2816"
"1503","士電","15874096","3894539232","237.50","251.00","236.00","245.00","8.0000","13066"
"1504","東元","9656090","555997207","57.50","58.20","57.20","57.30","-0.5000","5580"
"1506","正道","434497","7193481","16.80","16.90","16.35","16.55","-0.4000","267"
"1512","瑞利","37946","328139","8.88","8.88","8.57","8.65","-0.2500","37"
"1513","中興電","22621597","4076928623","176.00","182.50","175.50","180.50","5.0000","19976"
"1514","亞力","33253096","4121912194","119.00","127.00","117.50","124.00","5.5000","23307"
"1515","力山","676992","30544421","44.95","45.50","44.90","45.30","0.0000","452"
"1516","川飛","428206","10126511","23.30","24.30","23.20","23.45","0.3000","424"
"1517","利奇","202782","3351272","16.50","16.65","16.40","16.40","-0.0500","276"
"1519","華城","14227589","11753543405","798.00","865.00","783.00","837.00","49.0000","21887"
"1521","大億","22213","881507","40.20","40.20","39.55","39.65","-0.1000","34"
"1522","堤維西","17234571","1168513511","69.00","69.90","66.70","66.90","-3.7000","13323"
"1522A","堤維西甲特","11000","504650","45.85","45.90","45.85","45.90","0.0500","6"
"1524","耿鼎","3882312","135584880","35.40","35.65","34.70","34.80","-0.4000","2480"
"1525","江申","46409","3551506","76.90","76.90","76.20","76.70","-0.1000","108"
"1526","日馳","81651","2619050","32.10","32.95","31.95","32.00","-0.0500","74"
"1527","鑽全","569968","25274197","44.60","44.65","44.05","44.40","0.1500","520"
"1528","恩德","612501","7515013","12.35","12.45","12.15","12.30","0.0500","324"
"1529","樂事綠能","1036517","33830336","32.35","33.10","32.30","32.50","0.3000","756"
"1530","亞崴","39561","1265884","32.10","32.10","31.95","32.05","0.0500","98"
"1531","高林股","290353","4166405","14.25","14.50","14.25","14.30","0.0500","152"
"1532","勤美","3351455","167996162","50.00","50.90","49.70","50.30","0.5000","2103"
"1533","車王電","183509","8384510","46.30","46.35","45.50","45.50","-0.6000","163"
"1535","中宇","156633","10749766","68.60","69.20","68.20","68.90","0.8000","193"
"1536","和大","1415456","76887456","54.20","55.00","54.00","54.30","0.1000","1061"
"1537","廣隆","148807","22031547","148.00","148.50","147.50","148.00","-0.5000","153"
"1538","正峰","68959","1126569","15.70","16.85","15.70","16.50","0.6500","75"
"1539","巨庭","77435","1820050","23.75","23.75","23.45","23.45","0.0000","47"
